,Category,Source,Country,Year,value,iso3
0,Animals,Total live animals 1/,Canada,1999,876.9,CAN
1,Animals,Total live animals 1/,Mexico,1999,292.2,MEX
2,Animals,"Bovine animals, live",Canada,1999,639.0,CAN
3,Animals,"Bovine animals, live",Mexico,1999,292.1,MEX
4,Animals,"Swine, live",Canada,1999,216.1,CAN
5,Animals,"Sheep and goats, live",Canada,1999,5.3,CAN
6,Animals,Live poultry 2/,Canada,1999,16.5,CAN
7,Animals,Bird eggs 3/,Canada,1999,13.4,CAN
8,Animals,Bird eggs 3/,China,1999,3.9,CHN
9,Animals,Bird eggs 3/,Thailand,1999,0.7,THA
10,Animals,Bird eggs 3/,Turkey,1999,0.0,TUR
11,Beverages,Total beverages 1/2/,Mexico,1999,763.7,MEX
12,Beverages,Total beverages 1/2/,Italy,1999,581.7,ITA
13,Beverages,Total beverages 1/2/,France,1999,1120.3,FRA
14,Beverages,Total beverages 1/2/,Canada,1999,474.7,CAN
15,Beverages,Total beverages 1/2/,New Zealand,1999,17.8,NZL
16,Beverages,Total beverages 1/2/,Spain,1999,120.5,ESP
17,Beverages,Total beverages 1/2/,Austria,1999,17.2,AUT
18,Beverages,Total beverages 1/2/,Australia,1999,204.3,AUS
19,Beverages,Wine 3/,France,1999,1008.0,FRA
20,Beverages,Wine 3/,Italy,1999,545.9,ITA
21,Beverages,Wine 3/,New Zealand,1999,12.1,NZL
22,Beverages,Wine 3/,Spain,1999,119.2,ESP
23,Beverages,Wine 3/,Australia,1999,203.6,AUS
24,Beverages,Wine 3/,Argentina,1999,21.7,ARG
25,Beverages,Wine 3/,Canada,1999,23.5,CAN
26,Beverages,Malt beer,Mexico,1999,650.4,MEX
27,Beverages,Malt beer,Ireland,1999,85.7,IRL
28,Beverages,Malt beer,Canada,1999,179.0,CAN
29,Beverages,Malt beer,Germany,1999,136.8,DEU
30,Beverages,Malt beer,Belgium,1999,6.9,BEL
31,Beverages,Malt beer,Italy,1999,8.0,ITA
32,Beverages,Nonalcoholic beverages 4/,Mexico,1999,112.8,MEX
33,Beverages,Nonalcoholic beverages 4/,Canada,1999,272.1,CAN
34,Beverages,Nonalcoholic beverages 4/,Italy,1999,27.8,ITA
35,Beverages,Nonalcoholic beverages 4/,Austria,1999,15.0,AUT
36,Beverages,Nonalcoholic beverages 4/,Switzerland,1999,0.4,CHE
37,Beverages,Nonalcoholic beverages 4/,France,1999,110.2,FRA
38,Beverages,Liquors and liqueurs 5/,Mexico,1999,209.6,MEX
39,Beverages,Liquors and liqueurs 5/,France,1999,523.1,FRA
40,Beverages,Liquors and liqueurs 5/,Canada,1999,377.8,CAN
41,Beverages,Liquors and liqueurs 5/,Ireland,1999,145.9,IRL
42,Beverages,Liquors and liqueurs 5/,Italy,1999,62.6,ITA
43,Beverages,Liquors and liqueurs 5/,Sweden,1999,189.6,SWE
44,Cocoa,Total cocoa and products 1/,Canada,1999,346.3,CAN
45,Cocoa,Total cocoa and products 1/,Mexico,1999,38.7,MEX
46,Cocoa,Total cocoa and products 1/,Ghana,1999,39.8,GHA
47,Cocoa,Total cocoa and products 1/,Malaysia,1999,57.0,MYS
48,Cocoa,Total cocoa and products 1/,Ecuador,1999,52.9,ECU
49,Cocoa,Cocoa beans,Ecuador,1999,34.8,ECU
50,Cocoa,Cocoa beans,Ghana,1999,34.4,GHA
51,Cocoa,Cocoa beans,Papua New Guinea,1999,29.0,PNG
52,Cocoa,Cocoa beans,Nigeria,1999,3.3,NGA
53,Cocoa,"Cocoa paste, butter, and powder",Indonesia,1999,56.5,IDN
54,Cocoa,"Cocoa paste, butter, and powder",Malaysia,1999,56.8,MYS
55,Cocoa,"Cocoa paste, butter, and powder",Ghana,1999,5.0,GHA
56,Cocoa,"Cocoa paste, butter, and powder",Ecuador,1999,17.9,ECU
57,Cocoa,"Cocoa paste, butter, and powder",Canada,1999,13.4,CAN
58,Cocoa,"Cocoa paste, butter, and powder",Spain,1999,2.6,ESP
59,Cocoa,Chocolate,Canada,1999,332.8,CAN
60,Cocoa,Chocolate,Mexico,1999,25.8,MEX
61,Cocoa,Chocolate,Belgium,1999,45.2,BEL
62,Cocoa,Chocolate,Germany,1999,28.3,DEU
63,Cocoa,Chocolate,Poland,1999,3.1,POL
64,Cocoa,Chocolate,Italy,1999,10.8,ITA
65,Cocoa,Chocolate,Switzerland,1999,24.5,CHE
66,Cocoa,Chocolate,Croatia,1999,0.4,HRV
67,Coffee,"Total coffee, tea, and spices",Colombia,1999,519.3,COL
68,Coffee,"Total coffee, tea, and spices",Brazil,1999,553.3,BRA
69,Coffee,"Total coffee, tea, and spices",Switzerland,1999,4.0,CHE
70,Coffee,"Total coffee, tea, and spices",Mexico,1999,480.6,MEX
71,Coffee,"Total coffee, tea, and spices",Canada,1999,172.3,CAN
72,Coffee,"Total coffee, tea, and spices",Guatemala,1999,304.5,GTM
73,Coffee,"Coffee beans, unroasted 1/",Brazil,1999,466.7,BRA
74,Coffee,"Coffee beans, unroasted 1/",Colombia,1999,497.3,COL
75,Coffee,"Coffee beans, unroasted 1/",Honduras,1999,49.3,HND
76,Coffee,"Coffee beans, unroasted 1/",Guatemala,1999,301.5,GTM
77,Coffee,"Coffee beans, unroasted 1/",Nicaragua,1999,24.8,NIC
78,Coffee,"Coffee, roasted and instant 2/",Switzerland,1999,0.8,CHE
79,Coffee,"Coffee, roasted and instant 2/",Canada,1999,83.4,CAN
80,Coffee,"Coffee, roasted and instant 2/",Italy,1999,15.4,ITA
81,Coffee,"Coffee, roasted and instant 2/",Colombia,1999,5.4,COL
82,Coffee,"Coffee, roasted and instant 2/",Mexico,1999,6.7,MEX
83,Coffee,Coffee extracts and preparations 3/,Mexico,1999,27.4,MEX
84,Coffee,Coffee extracts and preparations 3/,Colombia,1999,16.2,COL
85,Coffee,Coffee extracts and preparations 3/,Brazil,1999,43.5,BRA
86,Coffee,Coffee extracts and preparations 3/,India,1999,0.1,IND
87,Coffee,Tea and mate,Japan,1999,3.7,JPN
88,Coffee,Tea and mate,Canada,1999,37.0,CAN
89,Coffee,Tea and mate,India,1999,20.3,IND
90,Coffee,Spices,India,1999,144.6,IND
91,Coffee,Spices,Mexico,1999,30.6,MEX
92,Coffee,Spices,Spain,1999,15.7,ESP
93,Coffee,Spices,Peru,1999,0.1,PER
94,Coffee,Spices,Indonesia,1999,100.3,IDN
95,Dairy,Total dairy products 1/,Italy,1999,146.0,ITA
96,Dairy,Total dairy products 1/,Ireland,1999,42.6,IRL
97,Dairy,Total dairy products 1/,New Zealand,1999,165.2,NZL
98,Dairy,Total dairy products 1/,France,1999,74.9,FRA
99,Dairy,Total dairy products 1/,Canada,1999,71.3,CAN
100,Dairy,Total dairy products 1/,Mexico,1999,4.6,MEX
101,Dairy,Total dairy products 1/,Spain,1999,5.1,ESP
102,Dairy,"Cheese, fresh or processed",Italy,1999,146.0,ITA
103,Dairy,"Cheese, fresh or processed",France,1999,73.1,FRA
104,Dairy,"Cheese, fresh or processed",Spain,1999,5.1,ESP
105,Dairy,"Cheese, fresh or processed",Switzerland,1999,31.8,CHE
106,Dairy,"Cheese, fresh or processed",Ireland,1999,10.1,IRL
107,Dairy,"Yogurt, buttermilk, or whey",New Zealand,1999,47.5,NZL
108,Dairy,"Yogurt, buttermilk, or whey",Canada,1999,13.6,CAN
109,Dairy,"Yogurt, buttermilk, or whey",France,1999,0.9,FRA
110,Dairy,"Yogurt, buttermilk, or whey",Denmark,1999,0.3,DNK
111,Dairy,"Yogurt, buttermilk, or whey",Germany,1999,11.5,DEU
112,Dairy,"Yogurt, buttermilk, or whey",Mexico,1999,0.1,MEX
113,Dairy,"Yogurt, buttermilk, or whey",Chile,1999,0.0,CHL
114,Dairy,Milk and cream 2/,Mexico,1999,3.5,MEX
115,Dairy,Milk and cream 2/,Chile,1999,3.0,CHL
116,Dairy,Milk and cream 2/,Canada,1999,15.8,CAN
117,Dairy,Milk and cream 2/,New Zealand,1999,13.3,NZL
118,Dairy,Milk and cream 2/,Peru,1999,0.1,PER
119,Dairy,Butter or spreads,Ireland,1999,0.6,IRL
120,Dairy,Butter or spreads,New Zealand,1999,19.5,NZL
121,Dairy,Butter or spreads,Mexico,1999,0.0,MEX
122,Dairy,Butter or spreads,France,1999,0.9,FRA
123,Dairy,Butter or spreads,India,1999,0.1,IND
124,Dairy,Butter or spreads,Chile,1999,0.0,CHL
125,Fish,Total fish and shellfish 1/,Canada,1999,1708.8,CAN
126,Fish,Total fish and shellfish 1/,Chile,1999,371.2,CHL
127,Fish,Total fish and shellfish 1/,India,1999,199.1,IND
128,Fish,Total fish and shellfish 1/,Indonesia,1999,306.1,IDN
129,Fish,Total fish and shellfish 1/,Ecuador,1999,549.4,ECU
130,Fish,"Whole fish--fresh, chilled, or frozen 2/",Canada,1999,417.6,CAN
131,Fish,"Whole fish--fresh, chilled, or frozen 2/",Norway,1999,32.0,NOR
132,Fish,"Whole fish--fresh, chilled, or frozen 2/",Chile,1999,67.9,CHL
133,Fish,"Whole fish--fresh, chilled, or frozen 2/",Mexico,1999,44.2,MEX
134,Fish,Fish fillets and mince,Chile,1999,263.5,CHL
135,Fish,Fish fillets and mince,Norway,1999,101.9,NOR
136,Fish,Fish fillets and mince,Indonesia,1999,29.1,IDN
137,Fish,Fish fillets and mince,Canada,1999,287.0,CAN
138,Fish,"Shellfish, fresh or frozen 3/",Canada,1999,681.4,CAN
139,Fish,"Shellfish, fresh or frozen 3/",India,1999,171.4,IND
140,Fish,"Shellfish, fresh or frozen 3/",Ecuador,1999,409.0,ECU
141,Fish,"Shellfish, fresh or frozen 3/",Indonesia,1999,161.6,IDN
142,Fish,"Shellfish, fresh or frozen 3/",Argentina,1999,15.8,ARG
143,Fish,"Shellfish, fresh or frozen 3/",Mexico,1999,417.2,MEX
144,Fish,"Shellfish, fresh or frozen 3/",Japan,1999,53.0,JPN
145,Fish,Prepared fish and shellfish 4/,Thailand,1999,728.2,THA
146,Fish,Prepared fish and shellfish 4/,Indonesia,1999,96.4,IDN
147,Fish,Prepared fish and shellfish 4/,India,1999,11.4,IND
148,Fish,Prepared fish and shellfish 4/,Canada,1999,322.8,CAN
149,Fish,Prepared fish and shellfish 4/,Ecuador,1999,88.3,ECU
150,Fish,Prepared fish and shellfish 4/,Mexico,1999,29.8,MEX
151,Fruits,Total fruit and preparations 1/,Mexico,1999,972.7,MEX
152,Fruits,Total fruit and preparations 1/,Peru,1999,15.0,PER
153,Fruits,Total fruit and preparations 1/,Chile,1999,591.8,CHL
154,Fruits,Total fruit and preparations 1/,Guatemala,1999,192.1,GTM
155,Fruits,Total fruit and preparations 1/,Costa Rica,1999,552.4,CRI
156,Fruits,Total fruit and preparations 1/,Canada,1999,166.1,CAN
157,Fruits,Total fruit and preparations 1/,Brazil,1999,224.4,BRA
158,Fruits,Total fruit and preparations 1/,Ecuador,1999,350.6,ECU
159,Fruits,Total fruit and preparations 1/,Thailand,1999,197.2,THA
160,Fruits,Fresh or chilled fruit 2/,Mexico,1999,768.9,MEX
161,Fruits,Fresh or chilled fruit 2/,Peru,1999,13.1,PER
162,Fruits,Fresh or chilled fruit 2/,Chile,1999,510.6,CHL
163,Fruits,Fresh or chilled fruit 2/,Guatemala,1999,189.0,GTM
164,Fruits,Fresh or chilled fruit 2/,Costa Rica,1999,503.1,CRI
165,Fruits,Fresh or chilled fruit 2/,Ecuador,1999,330.4,ECU
166,Fruits,Fresh or chilled fruit 2/,Honduras,1999,50.0,HND
167,Fruits,Fresh or chilled fruit 2/,Colombia,1999,224.0,COL
168,Fruits,Fresh or chilled fruit 2/,Canada,1999,71.3,CAN
169,Fruits,Fresh or chilled fruit 2/,South Africa,1999,38.3,ZAF
170,Fruits,Bananas and plantains,Guatemala,1999,140.5,GTM
171,Fruits,Bananas and plantains,Ecuador,1999,320.0,ECU
172,Fruits,Bananas and plantains,Costa Rica,1999,363.8,CRI
173,Fruits,Bananas and plantains,Colombia,1999,223.7,COL
174,Fruits,Bananas and plantains,Honduras,1999,20.1,HND
175,Fruits,Bananas and plantains,Mexico,1999,40.1,MEX
176,Fruits,Frozen fruit,Mexico,1999,46.1,MEX
177,Fruits,Frozen fruit,Canada,1999,35.8,CAN
178,Fruits,Frozen fruit,Chile,1999,10.3,CHL
179,Fruits,Frozen fruit,Peru,1999,0.1,PER
180,Fruits,Frozen fruit,Guatemala,1999,1.5,GTM
181,Fruits,Frozen fruit,Costa Rica,1999,8.2,CRI
182,Fruits,"Dried, prepared or preserved fruit 3/",Mexico,1999,79.4,MEX
183,Fruits,"Dried, prepared or preserved fruit 3/",Canada,1999,34.0,CAN
184,Fruits,"Dried, prepared or preserved fruit 3/",Thailand,1999,142.9,THA
185,Fruits,"Dried, prepared or preserved fruit 3/",Chile,1999,3.7,CHL
186,Fruits,Fruit juices 4/,Brazil,1999,202.5,BRA
187,Fruits,Fruit juices 4/,Mexico,1999,78.2,MEX
188,Fruits,Fruit juices 4/,Turkey,1999,6.5,TUR
189,Fruits,Fruit juices 4/,Thailand,1999,39.1,THA
190,Fruits,Fruit juices 4/,Canada,1999,24.9,CAN
191,Fruits,Fruit juices 4/,Argentina,1999,132.3,ARG
192,Grains,Total grains and products 1/,Canada,1999,1416.6,CAN
193,Grains,Total grains and products 1/,Mexico,1999,161.7,MEX
194,Grains,Total grains and products 1/,Italy,1999,180.0,ITA
195,Grains,Total grains and products 1/,Thailand,1999,151.0,THA
196,Grains,Total grains and products 1/,India,1999,44.7,IND
197,Grains,Total grains and products 1/,Germany,1999,58.7,DEU
198,Grains,Total grains and products 1/,France,1999,56.8,FRA
199,Grains,Total grains and products 1/,Australia,1999,44.6,AUS
200,Grains,Bulk grains 2/,Canada,1999,488.5,CAN
201,Grains,Bulk grains 2/,Thailand,1999,117.4,THA
202,Grains,Bulk grains 2/,India,1999,41.0,IND
203,Grains,Bulk grains 2/,Germany,1999,0.1,DEU
204,Grains,Bulk grains 2/,Poland,1999,0.1,POL
205,Grains,Bulk grains 2/,Argentina,1999,0.1,ARG
206,Grains,Bulk grains 2/,Brazil,1999,0.0,BRA
207,Grains,Wheat and products,Canada,1999,342.9,CAN
208,Grains,Wheat and products,Australia,1999,35.4,AUS
209,Grains,Wheat and products,Poland,1999,5.8,POL
210,Grains,Wheat and products,Germany,1999,4.0,DEU
211,Grains,Rice and products,Thailand,1999,120.2,THA
212,Grains,Rice and products,India,1999,41.1,IND
213,Grains,Rice and products,Pakistan,1999,6.6,PAK
214,Grains,Milled grain products 3/,Canada,1999,128.6,CAN
215,Grains,Milled grain products 3/,Australia,1999,35.7,AUS
216,Grains,Milled grain products 3/,Mexico,1999,4.3,MEX
217,Grains,Milled grain products 3/,Germany,1999,12.2,DEU
218,Grains,Milled grain products 3/,Turkey,1999,0.0,TUR
219,Grains,Milled grain products 3/,Thailand,1999,10.4,THA
220,Grains,Cereal and bakery foods 4/5/,Canada,1999,799.5,CAN
221,Grains,Cereal and bakery foods 4/5/,Mexico,1999,150.6,MEX
222,Grains,Cereal and bakery foods 4/5/,Italy,1999,174.4,ITA
223,Grains,Cereal and bakery foods 4/5/,France,1999,48.4,FRA
224,Grains,Cereal and bakery foods 4/5/,Thailand,1999,23.2,THA
225,Grains,Cereal and bakery foods 4/5/,Germany,1999,46.3,DEU
226,Meats,"Total red meats, fresh and frozen 1/",Canada,1999,1353.8,CAN
227,Meats,"Total red meats, fresh and frozen 1/",Australia,1999,621.8,AUS
228,Meats,"Total red meats, fresh and frozen 1/",Mexico,1999,9.3,MEX
229,Meats,"Total red meats, fresh and frozen 1/",New Zealand,1999,417.9,NZL
230,Meats,"Total red meats, fresh and frozen 1/",Brazil,1999,0.0,BRA
231,Meats,"Total red meats, fresh and frozen 1/",Uruguay,1999,45.1,URY
232,Meats,"Total red meats, fresh and frozen 1/",Nicaragua,1999,14.4,NIC
233,Meats,Fresh or chilled red meats 2/,Canada,1999,1236.1,CAN
234,Meats,Fresh or chilled red meats 2/,Mexico,1999,5.3,MEX
235,Meats,Fresh or chilled red meats 2/,Australia,1999,32.2,AUS
236,Meats,Fresh or chilled red meats 2/,Nicaragua,1999,3.9,NIC
237,Meats,Fresh or chilled red meats 2/,New Zealand,1999,10.0,NZL
238,Meats,Fresh or chilled red meats 2/,Argentina,1999,13.3,ARG
239,Meats,Frozen red meats and parts,Australia,1999,493.5,AUS
240,Meats,Frozen red meats and parts,New Zealand,1999,329.5,NZL
241,Meats,Frozen red meats and parts,Brazil,1999,0.0,BRA
242,Meats,Frozen red meats and parts,Canada,1999,117.5,CAN
243,Meats,Frozen red meats and parts,Mexico,1999,4.0,MEX
244,Meats,Frozen red meats and parts,Uruguay,1999,31.4,URY
245,Meats,Fowl and other meats,Chile,1999,0.0,CHL
246,Meats,Fowl and other meats,Canada,1999,20.0,CAN
247,Meats,Fowl and other meats,New Zealand,1999,10.3,NZL
248,Meats,Prepared meats 2/,Canada,1999,173.0,CAN
249,Meats,Prepared meats 2/,Brazil,1999,125.0,BRA
250,Meats,Prepared meats 2/,Italy,1999,18.2,ITA
251,Meats,Prepared meats 2/,Mexico,1999,8.3,MEX
252,Meats,Prepared meats 2/,Uruguay,1999,4.7,URY
253,Meats,Prepared meats 2/,Poland,1999,28.0,POL
254,Meats,Prepared meats 2/,Spain,1999,2.2,ESP
255,Meats,Prepared meats 2/,New Zealand,1999,2.8,NZL
256,Nuts,Total nuts 1/,Mexico,1999,75.1,MEX
257,Nuts,Total nuts 1/,Canada,1999,27.1,CAN
258,Nuts,Total nuts 1/,Thailand,1999,8.5,THA
259,Nuts,Total nuts 1/,South Africa,1999,7.2,ZAF
260,Nuts,Total nuts 1/,India,1999,297.9,IND
261,Nuts,Total nuts 1/,Brazil,1999,114.9,BRA
262,Nuts,Tree nuts 2/,Mexico,1999,70.9,MEX
263,Nuts,Tree nuts 2/,South Africa,1999,6.3,ZAF
264,Nuts,Tree nuts 2/,Brazil,1999,104.2,BRA
265,Nuts,Tree nuts 2/,Thailand,1999,2.2,THA
266,Nuts,Tree nuts 2/,Kenya,1999,1.4,KEN
267,Nuts,Cashew nuts,Brazil,1999,97.3,BRA
268,Nuts,Cashew nuts,Thailand,1999,0.1,THA
269,Nuts,Cashew nuts,Nigeria,1999,0.1,NGA
270,Nuts,Cashew nuts,India,1999,287.0,IND
271,Nuts,Cashew nuts,Benin,1999,0.0,BEN
272,Nuts,Prepared tree nuts 3/,Thailand,1999,6.2,THA
273,Nuts,Prepared tree nuts 3/,Canada,1999,2.7,CAN
274,Nuts,Prepared tree nuts 3/,Mexico,1999,0.1,MEX
275,Nuts,Prepared tree nuts 3/,India,1999,9.8,IND
276,Nuts,Prepared tree nuts 3/,Turkey,1999,1.0,TUR
277,Nuts,Prepared tree nuts 3/,Israel,1999,0.4,ISR
278,Nuts,Ground nuts,Mexico,1999,4.0,MEX
279,Nuts,Ground nuts,Canada,1999,23.8,CAN
280,Nuts,Ground nuts,Argentina,1999,36.2,ARG
281,Nuts,Ground nuts,India,1999,1.0,IND
282,Nuts,Ground nuts,Paraguay,1999,0.0,PRY
283,Other,"Sauces, soups, prepared foods 1/2/",Singapore,1999,2.8,SGP
284,Other,"Sauces, soups, prepared foods 1/2/",Canada,1999,301.7,CAN
285,Other,"Sauces, soups, prepared foods 1/2/",Italy,1999,81.6,ITA
286,Other,"Sauces, soups, prepared foods 1/2/",Mexico,1999,53.0,MEX
287,Other,"Sauces, soups, prepared foods 1/2/",Thailand,1999,43.8,THA
288,Other,"Sauces, soups, prepared foods 1/2/",Germany,1999,31.6,DEU
289,Other,Essential oils 3/,Ireland,1999,31.5,IRL
290,Other,Essential oils 3/,Brazil,1999,19.7,BRA
291,Other,Essential oils 3/,Mexico,1999,17.3,MEX
292,Other,Essential oils 3/,India,1999,27.0,IND
293,Other,Essential oils 3/,France,1999,48.7,FRA
294,Other,Essential oils 3/,Canada,1999,17.6,CAN
295,Other,Essential oils 3/,Italy,1999,9.5,ITA
296,Other,Animal and other fats 4/,Canada,1999,89.0,CAN
297,Other,Animal and other fats 4/,Australia,1999,0.0,AUS
298,Other,Animal and other fats 4/,Brazil,1999,2.2,BRA
299,Other,Animal and other fats 4/,Mexico,1999,0.2,MEX
300,Other,Animal and other fats 4/,Uruguay,1999,0.0,URY
301,Other,Animal and other fats 4/,Argentina,1999,0.9,ARG
302,Other,Animal and other fats 4/,Norway,1999,7.7,NOR
303,Other,Other edible products 5/6/,India,1999,99.1,IND
304,Other,Other edible products 5/6/,Canada,1999,40.2,CAN
305,Other,Other edible products 5/6/,Mexico,1999,39.5,MEX
306,Other,Other edible products 5/6/,France,1999,67.4,FRA
307,Other,Other edible products 5/6/,Spain,1999,21.9,ESP
308,Other,Other edible products 5/6/,Italy,1999,33.3,ITA
309,Other,Other edible products 5/6/,Germany,1999,59.4,DEU
310,Sweets,Total sweeteners and candy 1/,Mexico,1999,176.4,MEX
311,Sweets,Total sweeteners and candy 1/,Canada,1999,319.9,CAN
312,Sweets,Total sweeteners and candy 1/,Brazil,1999,128.7,BRA
313,Sweets,Total sweeteners and candy 1/,Germany,1999,35.8,DEU
314,Sweets,Total sweeteners and candy 1/,Turkey,1999,2.5,TUR
315,Sweets,Total sweeteners and candy 1/,Guatemala,1999,82.3,GTM
316,Sweets,Total sweeteners and candy 1/,Colombia,1999,42.7,COL
317,Sweets,Total sweeteners and candy 1/,Argentina,1999,64.4,ARG
318,Sweets,"Sugar, cane and beet 2/",Mexico,1999,39.3,MEX
319,Sweets,"Sugar, cane and beet 2/",Brazil,1999,72.8,BRA
320,Sweets,"Sugar, cane and beet 2/",Guatemala,1999,81.4,GTM
321,Sweets,"Sugar, cane and beet 2/",El Salvador,1999,23.4,SLV
322,Sweets,"Sugar, cane and beet 2/",Colombia,1999,30.1,COL
323,Sweets,"Sugar, cane and beet 2/",Australia,1999,35.3,AUS
324,Sweets,Other sweeteners and syrups 3/,Canada,1999,122.7,CAN
325,Sweets,Other sweeteners and syrups 3/,Mexico,1999,8.1,MEX
326,Sweets,Other sweeteners and syrups 3/,India,1999,0.1,IND
327,Sweets,Other sweeteners and syrups 3/,Argentina,1999,41.0,ARG
328,Sweets,Other sweeteners and syrups 3/,Brazil,1999,41.7,BRA
329,Sweets,Other sweeteners and syrups 3/,New Zealand,1999,0.2,NZL
330,Sweets,Confections 4/,Mexico,1999,129.0,MEX
331,Sweets,Confections 4/,Canada,1999,179.8,CAN
332,Sweets,Confections 4/,Germany,1999,35.1,DEU
333,Sweets,Confections 4/,Turkey,1999,1.6,TUR
334,Sweets,Confections 4/,Spain,1999,26.6,ESP
335,Sweets,Confections 4/,Switzerland,1999,16.8,CHE
336,Sweets,Confections 4/,Thailand,1999,8.1,THA
337,Vegetables,Total vegetables and preparations 1/,Mexico,1999,1606.7,MEX
338,Vegetables,Total vegetables and preparations 1/,Canada,1999,793.9,CAN
339,Vegetables,Total vegetables and preparations 1/,Peru,1999,77.4,PER
340,Vegetables,Total vegetables and preparations 1/,Spain,1999,282.9,ESP
341,Vegetables,Total vegetables and preparations 1/,Guatemala,1999,46.6,GTM
342,Vegetables,Total vegetables and preparations 1/,Belgium,1999,13.9,BEL
343,Vegetables,Fresh vegetables 2/,Mexico,1999,1310.6,MEX
344,Vegetables,Fresh vegetables 2/,Canada,1999,347.9,CAN
345,Vegetables,Fresh vegetables 2/,Peru,1999,50.1,PER
346,Vegetables,Fresh vegetables 2/,Guatemala,1999,7.9,GTM
347,Vegetables,Fresh vegetables 2/,Costa Rica,1999,44.3,CRI
348,Vegetables,Frozen vegetables,Mexico,1999,155.6,MEX
349,Vegetables,Frozen vegetables,Canada,1999,53.9,CAN
350,Vegetables,Frozen vegetables,Guatemala,1999,33.9,GTM
351,Vegetables,Frozen vegetables,Ecuador,1999,1.8,ECU
352,Vegetables,Frozen vegetables,Belgium,1999,2.8,BEL
353,Vegetables,Dried vegetables 3/,Canada,1999,30.0,CAN
354,Vegetables,Dried vegetables 3/,India,1999,23.0,IND
355,Vegetables,Dried vegetables 3/,Mexico,1999,21.5,MEX
356,Vegetables,Dried vegetables 3/,Nicaragua,1999,0.1,NIC
357,Vegetables,Prepared or preserved vegetables 4/,Canada,1999,363.7,CAN
358,Vegetables,Prepared or preserved vegetables 4/,Mexico,1999,118.9,MEX
359,Vegetables,Prepared or preserved vegetables 4/,Spain,1999,252.0,ESP
360,Vegetables,Prepared or preserved vegetables 4/,Belgium,1999,1.6,BEL
361,Vegetables,Prepared or preserved vegetables 4/,Peru,1999,17.3,PER
362,VegOils,Total vegetable oils 1/,Canada,1999,275.0,CAN
363,VegOils,Total vegetable oils 1/,Indonesia,1999,83.7,IDN
364,VegOils,Total vegetable oils 1/,Spain,1999,56.8,ESP
365,VegOils,Total vegetable oils 1/,Italy,1999,231.0,ITA
366,VegOils,Total vegetable oils 1/,Mexico,1999,21.8,MEX
367,VegOils,Total vegetable oils 1/,Turkey,1999,27.9,TUR
368,VegOils,Crude vegetable oils,Canada,1999,2.9,CAN
369,VegOils,Crude vegetable oils,Argentina,1999,4.5,ARG
370,VegOils,Crude vegetable oils,Mexico,1999,15.8,MEX
371,VegOils,Crude vegetable oils,Indonesia,1999,39.5,IDN
372,VegOils,Crude vegetable oils,Spain,1999,0.1,ESP
373,VegOils,Refined vegetable oils 2/,Canada,1999,196.0,CAN
374,VegOils,Refined vegetable oils 2/,Indonesia,1999,44.2,IDN
375,VegOils,Refined vegetable oils 2/,Italy,1999,231.0,ITA
376,VegOils,Refined vegetable oils 2/,Spain,1999,56.7,ESP
377,VegOils,Refined vegetable oils 2/,Mexico,1999,5.9,MEX
378,VegOils,Refined vegetable oils 2/,Turkey,1999,27.9,TUR
379,VegOils,Olive oil,Italy,1999,229.9,ITA
380,VegOils,Olive oil,Spain,1999,56.0,ESP
381,VegOils,Olive oil,Tunisia,1999,4.1,TUN
382,VegOils,Olive oil,Turkey,1999,27.6,TUR
383,VegOils,Olive oil,Greece,1999,8.5,GRC
384,VegOils,Tropical oils 3/,Indonesia,1999,83.7,IDN
385,VegOils,Tropical oils 3/,Malaysia,1999,174.7,MYS
386,VegOils,Tropical oils 3/,Colombia,1999,0.1,COL
387,VegOils,Tropical oils 3/,Sri Lanka,1999,0.1,LKA
388,VegOils,Tropical oils 3/,Mexico,1999,0.0,MEX
389,VegOils,Oilseeds 4/,Canada,1999,105.5,CAN
390,VegOils,Oilseeds 4/,Brazil,1999,0.3,BRA
391,VegOils,Oilseeds 4/,Argentina,1999,8.2,ARG
392,VegOils,Oilseeds 4/,Chile,1999,3.6,CHL
393,VegOils,Oilseeds 4/,India,1999,17.1,IND
394,VegOils,Oilseeds 4/,Bulgaria,1999,0.0,BGR
395,Animals,Total live animals 1/,Canada,2000,995.9,CAN
396,Animals,Total live animals 1/,Mexico,2000,405.3,MEX
397,Animals,"Bovine animals, live",Canada,2000,680.6,CAN
398,Animals,"Bovine animals, live",Mexico,2000,405.3,MEX
399,Animals,"Swine, live",Canada,2000,290.2,CAN
400,Animals,"Sheep and goats, live",Canada,2000,5.7,CAN
401,Animals,Live poultry 2/,Canada,2000,19.5,CAN
402,Animals,Bird eggs 3/,Canada,2000,10.7,CAN
403,Animals,Bird eggs 3/,China,2000,3.5,CHN
404,Animals,Bird eggs 3/,Thailand,2000,0.5,THA
405,Animals,Bird eggs 3/,Turkey,2000,0.0,TUR
406,Beverages,Total beverages 1/2/,Mexico,2000,889.0,MEX
407,Beverages,Total beverages 1/2/,Italy,2000,627.7,ITA
408,Beverages,Total beverages 1/2/,France,2000,1011.0,FRA
409,Beverages,Total beverages 1/2/,Canada,2000,493.3,CAN
410,Beverages,Total beverages 1/2/,New Zealand,2000,22.7,NZL
411,Beverages,Total beverages 1/2/,Spain,2000,108.5,ESP
412,Beverages,Total beverages 1/2/,Austria,2000,50.5,AUT
