,Category,Source,Country,Year,value,iso3
1559,VegOils,Refined vegetable oils 2/,Indonesia,2002,15.2,IDN
1560,VegOils,Refined vegetable oils 2/,Italy,2002,318.3,ITA
1561,VegOils,Refined vegetable oils 2/,Spain,2002,84.7,ESP
1562,VegOils,Refined vegetable oils 2/,Mexico,2002,8.7,MEX
1563,VegOils,Refined vegetable oils 2/,Turkey,2002,12.1,TUR
1564,VegOils,Olive oil,Italy,2002,315.8,ITA
1565,VegOils,Olive oil,Spain,2002,83.6,ESP
1566,VegOils,Olive oil,Tunisia,2002,2.9,TUN
1567,VegOils,Olive oil,Turkey,2002,12.0,TUR
1568,VegOils,Olive oil,Greece,2002,10.8,GRC
1569,VegOils,Tropical oils 3/,Indonesia,2002,35.1,IDN
1570,VegOils,Tropical oils 3/,Malaysia,2002,137.6,MYS
1571,VegOils,Tropical oils 3/,Colombia,2002,0.9,COL
1572,VegOils,Tropical oils 3/,Sri Lanka,2002,0.1,LKA
1573,VegOils,Tropical oils 3/,Mexico,2002,0.0,MEX
1574,VegOils,Oilseeds 4/,Canada,2002,107.7,CAN
1575,VegOils,Oilseeds 4/,Brazil,2002,0.8,BRA
1576,VegOils,Oilseeds 4/,Argentina,2002,6.9,ARG
1577,VegOils,Oilseeds 4/,Chile,2002,1.1,CHL
1578,VegOils,Oilseeds 4/,India,2002,20.3,IND
1579,VegOils,Oilseeds 4/,Bulgaria,2002,0.0,BGR
1580,Animals,Total live animals 1/,Canada,2003,784.3,CAN
1581,Animals,Total live animals 1/,Mexico,2003,469.9,MEX
1582,Animals,"Bovine animals, live",Canada,2003,361.3,CAN
1583,Animals,"Bovine animals, live",Mexico,2003,469.9,MEX
1584,Animals,"Swine, live",Canada,2003,389.3,CAN
1585,Animals,"Sheep and goats, live",Canada,2003,7.5,CAN
1586,Animals,Live poultry 2/,Canada,2003,26.2,CAN
1587,Animals,Bird eggs 3/,Canada,2003,14.7,CAN
1588,Animals,Bird eggs 3/,China,2003,3.5,CHN
1589,Animals,Bird eggs 3/,Thailand,2003,0.8,THA
1590,Animals,Bird eggs 3/,Turkey,2003,0.0,TUR
1591,Beverages,Total beverages 1/2/,Mexico,2003,1256.7,MEX
1592,Beverages,Total beverages 1/2/,Italy,2003,988.7,ITA
1593,Beverages,Total beverages 1/2/,France,2003,1203.6,FRA
1594,Beverages,Total beverages 1/2/,Canada,2003,533.7,CAN
1595,Beverages,Total beverages 1/2/,New Zealand,2003,51.3,NZL
1596,Beverages,Total beverages 1/2/,Spain,2003,165.4,ESP
1597,Beverages,Total beverages 1/2/,Austria,2003,190.2,AUT
1598,Beverages,Total beverages 1/2/,Australia,2003,626.4,AUS
1599,Beverages,Wine 3/,France,2003,1122.2,FRA
1600,Beverages,Wine 3/,Italy,2003,927.1,ITA
1601,Beverages,Wine 3/,New Zealand,2003,43.4,NZL
1602,Beverages,Wine 3/,Spain,2003,158.0,ESP
1603,Beverages,Wine 3/,Australia,2003,625.6,AUS
1604,Beverages,Wine 3/,Argentina,2003,37.3,ARG
1605,Beverages,Wine 3/,Canada,2003,41.3,CAN
1606,Beverages,Malt beer,Mexico,2003,1068.0,MEX
1607,Beverages,Malt beer,Ireland,2003,96.5,IRL
1608,Beverages,Malt beer,Canada,2003,223.2,CAN
1609,Beverages,Malt beer,Germany,2003,151.0,DEU
1610,Beverages,Malt beer,Belgium,2003,25.4,BEL
1611,Beverages,Malt beer,Italy,2003,9.9,ITA
1612,Beverages,Nonalcoholic beverages 4/,Mexico,2003,187.4,MEX
1613,Beverages,Nonalcoholic beverages 4/,Canada,2003,269.2,CAN
1614,Beverages,Nonalcoholic beverages 4/,Italy,2003,51.8,ITA
1615,Beverages,Nonalcoholic beverages 4/,Austria,2003,185.2,AUT
1616,Beverages,Nonalcoholic beverages 4/,Switzerland,2003,0.5,CHE
1617,Beverages,Nonalcoholic beverages 4/,France,2003,80.0,FRA
1618,Beverages,Liquors and liqueurs 5/,Mexico,2003,461.7,MEX
1619,Beverages,Liquors and liqueurs 5/,France,2003,845.4,FRA
1620,Beverages,Liquors and liqueurs 5/,Canada,2003,295.3,CAN
1621,Beverages,Liquors and liqueurs 5/,Ireland,2003,219.9,IRL
1622,Beverages,Liquors and liqueurs 5/,Italy,2003,84.2,ITA
1623,Beverages,Liquors and liqueurs 5/,Sweden,2003,324.8,SWE
1624,Cocoa,Total cocoa and products 1/,Canada,2003,705.4,CAN
1625,Cocoa,Total cocoa and products 1/,Mexico,2003,78.3,MEX
1626,Cocoa,Total cocoa and products 1/,Ghana,2003,7.3,GHA
1627,Cocoa,Total cocoa and products 1/,Malaysia,2003,89.9,MYS
1628,Cocoa,Total cocoa and products 1/,Ecuador,2003,57.2,ECU
1629,Cocoa,Cocoa beans,Ecuador,2003,42.7,ECU
1630,Cocoa,Cocoa beans,Ghana,2003,0.5,GHA
1631,Cocoa,Cocoa beans,Papua New Guinea,2003,4.7,PNG
1632,Cocoa,Cocoa beans,Nigeria,2003,38.3,NGA
1633,Cocoa,"Cocoa paste, butter, and powder",Indonesia,2003,59.9,IDN
1634,Cocoa,"Cocoa paste, butter, and powder",Malaysia,2003,89.6,MYS
1635,Cocoa,"Cocoa paste, butter, and powder",Ghana,2003,6.1,GHA
1636,Cocoa,"Cocoa paste, butter, and powder",Ecuador,2003,13.9,ECU
1637,Cocoa,"Cocoa paste, butter, and powder",Canada,2003,18.7,CAN
1638,Cocoa,"Cocoa paste, butter, and powder",Spain,2003,9.3,ESP
1639,Cocoa,Chocolate,Canada,2003,686.2,CAN
1640,Cocoa,Chocolate,Mexico,2003,60.0,MEX
1641,Cocoa,Chocolate,Belgium,2003,59.0,BEL
1642,Cocoa,Chocolate,Germany,2003,50.7,DEU
1643,Cocoa,Chocolate,Poland,2003,8.9,POL
1644,Cocoa,Chocolate,Italy,2003,15.2,ITA
1645,Cocoa,Chocolate,Switzerland,2003,24.4,CHE
1646,Cocoa,Chocolate,Croatia,2003,0.9,HRV
1647,Coffee,"Total coffee, tea, and spices",Colombia,2003,377.3,COL
1648,Coffee,"Total coffee, tea, and spices",Brazil,2003,339.5,BRA
1649,Coffee,"Total coffee, tea, and spices",Switzerland,2003,28.7,CHE
1650,Coffee,"Total coffee, tea, and spices",Mexico,2003,196.6,MEX
1651,Coffee,"Total coffee, tea, and spices",Canada,2003,167.0,CAN
1652,Coffee,"Total coffee, tea, and spices",Guatemala,2003,216.1,GTM
1653,Coffee,"Coffee beans, unroasted 1/",Brazil,2003,268.6,BRA
1654,Coffee,"Coffee beans, unroasted 1/",Colombia,2003,360.6,COL
1655,Coffee,"Coffee beans, unroasted 1/",Honduras,2003,24.3,HND
1656,Coffee,"Coffee beans, unroasted 1/",Guatemala,2003,212.2,GTM
1657,Coffee,"Coffee beans, unroasted 1/",Nicaragua,2003,39.1,NIC
1658,Coffee,"Coffee, roasted and instant 2/",Switzerland,2003,1.6,CHE
1659,Coffee,"Coffee, roasted and instant 2/",Canada,2003,70.9,CAN
1660,Coffee,"Coffee, roasted and instant 2/",Italy,2003,22.3,ITA
1661,Coffee,"Coffee, roasted and instant 2/",Colombia,2003,4.6,COL
1662,Coffee,"Coffee, roasted and instant 2/",Mexico,2003,3.9,MEX
1663,Coffee,Coffee extracts and preparations 3/,Mexico,2003,32.3,MEX
1664,Coffee,Coffee extracts and preparations 3/,Colombia,2003,8.9,COL
1665,Coffee,Coffee extracts and preparations 3/,Brazil,2003,32.7,BRA
1666,Coffee,Coffee extracts and preparations 3/,India,2003,0.2,IND
1667,Coffee,Tea and mate,Japan,2003,5.4,JPN
1668,Coffee,Tea and mate,Canada,2003,53.3,CAN
1669,Coffee,Tea and mate,India,2003,29.0,IND
1670,Coffee,Spices,India,2003,46.3,IND
1671,Coffee,Spices,Mexico,2003,30.1,MEX
1672,Coffee,Spices,Spain,2003,18.5,ESP
1673,Coffee,Spices,Peru,2003,7.9,PER
1674,Coffee,Spices,Indonesia,2003,119.2,IDN
1675,Dairy,Total dairy products 1/,Italy,2003,210.6,ITA
1676,Dairy,Total dairy products 1/,Ireland,2003,28.6,IRL
1677,Dairy,Total dairy products 1/,New Zealand,2003,204.9,NZL
1678,Dairy,Total dairy products 1/,France,2003,109.9,FRA
1679,Dairy,Total dairy products 1/,Canada,2003,57.0,CAN
1680,Dairy,Total dairy products 1/,Mexico,2003,23.1,MEX
1681,Dairy,Total dairy products 1/,Spain,2003,18.2,ESP
1682,Dairy,"Cheese, fresh or processed",Italy,2003,210.4,ITA
1683,Dairy,"Cheese, fresh or processed",France,2003,107.9,FRA
1684,Dairy,"Cheese, fresh or processed",Spain,2003,16.5,ESP
1685,Dairy,"Cheese, fresh or processed",Switzerland,2003,42.1,CHE
1686,Dairy,"Cheese, fresh or processed",Ireland,2003,17.9,IRL
1687,Dairy,"Yogurt, buttermilk, or whey",New Zealand,2003,100.5,NZL
1688,Dairy,"Yogurt, buttermilk, or whey",Canada,2003,11.3,CAN
1689,Dairy,"Yogurt, buttermilk, or whey",France,2003,0.0,FRA
1690,Dairy,"Yogurt, buttermilk, or whey",Denmark,2003,3.0,DNK
1691,Dairy,"Yogurt, buttermilk, or whey",Germany,2003,4.7,DEU
1692,Dairy,"Yogurt, buttermilk, or whey",Mexico,2003,0.5,MEX
1693,Dairy,"Yogurt, buttermilk, or whey",Chile,2003,0.0,CHL
1694,Dairy,Milk and cream 2/,Mexico,2003,20.7,MEX
1695,Dairy,Milk and cream 2/,Chile,2003,0.4,CHL
1696,Dairy,Milk and cream 2/,Canada,2003,3.2,CAN
1697,Dairy,Milk and cream 2/,New Zealand,2003,10.1,NZL
1698,Dairy,Milk and cream 2/,Peru,2003,0.0,PER
1699,Dairy,Butter or spreads,Ireland,2003,1.1,IRL
1700,Dairy,Butter or spreads,New Zealand,2003,14.1,NZL
1701,Dairy,Butter or spreads,Mexico,2003,0.0,MEX
1702,Dairy,Butter or spreads,France,2003,1.9,FRA
1703,Dairy,Butter or spreads,India,2003,0.3,IND
1704,Dairy,Butter or spreads,Chile,2003,0.0,CHL
1705,Fish,Total fish and shellfish 1/,Canada,2003,2125.6,CAN
1706,Fish,Total fish and shellfish 1/,Chile,2003,664.7,CHL
1707,Fish,Total fish and shellfish 1/,India,2003,452.6,IND
1708,Fish,Total fish and shellfish 1/,Indonesia,2003,428.0,IDN
1709,Fish,Total fish and shellfish 1/,Ecuador,2003,486.8,ECU
1710,Fish,"Whole fish--fresh, chilled, or frozen 2/",Canada,2003,425.3,CAN
1711,Fish,"Whole fish--fresh, chilled, or frozen 2/",Norway,2003,24.5,NOR
1712,Fish,"Whole fish--fresh, chilled, or frozen 2/",Chile,2003,57.2,CHL
1713,Fish,"Whole fish--fresh, chilled, or frozen 2/",Mexico,2003,39.7,MEX
1714,Fish,Fish fillets and mince,Chile,2003,546.3,CHL
1715,Fish,Fish fillets and mince,Norway,2003,61.6,NOR
1716,Fish,Fish fillets and mince,Indonesia,2003,72.3,IDN
1717,Fish,Fish fillets and mince,Canada,2003,315.7,CAN
1718,Fish,"Shellfish, fresh or frozen 3/",Canada,2003,1055.8,CAN
1719,Fish,"Shellfish, fresh or frozen 3/",India,2003,415.9,IND
1720,Fish,"Shellfish, fresh or frozen 3/",Ecuador,2003,208.4,ECU
1721,Fish,"Shellfish, fresh or frozen 3/",Indonesia,2003,169.3,IDN
1722,Fish,"Shellfish, fresh or frozen 3/",Argentina,2003,28.5,ARG
1723,Fish,"Shellfish, fresh or frozen 3/",Mexico,2003,318.3,MEX
1724,Fish,"Shellfish, fresh or frozen 3/",Japan,2003,60.7,JPN
1725,Fish,Prepared fish and shellfish 4/,Thailand,2003,767.4,THA
1726,Fish,Prepared fish and shellfish 4/,Indonesia,2003,157.0,IDN
1727,Fish,Prepared fish and shellfish 4/,India,2003,25.7,IND
1728,Fish,Prepared fish and shellfish 4/,Canada,2003,328.8,CAN
1729,Fish,Prepared fish and shellfish 4/,Ecuador,2003,157.4,ECU
1730,Fish,Prepared fish and shellfish 4/,Mexico,2003,27.0,MEX
1731,Fruits,Total fruit and preparations 1/,Mexico,2003,956.4,MEX
1732,Fruits,Total fruit and preparations 1/,Peru,2003,29.0,PER
1733,Fruits,Total fruit and preparations 1/,Chile,2003,868.4,CHL
1734,Fruits,Total fruit and preparations 1/,Guatemala,2003,336.2,GTM
1735,Fruits,Total fruit and preparations 1/,Costa Rica,2003,579.5,CRI
1736,Fruits,Total fruit and preparations 1/,Canada,2003,271.1,CAN
1737,Fruits,Total fruit and preparations 1/,Brazil,2003,210.3,BRA
1738,Fruits,Total fruit and preparations 1/,Ecuador,2003,323.2,ECU
1739,Fruits,Total fruit and preparations 1/,Thailand,2003,212.2,THA
1740,Fruits,Fresh or chilled fruit 2/,Mexico,2003,757.4,MEX
1741,Fruits,Fresh or chilled fruit 2/,Peru,2003,25.0,PER
1742,Fruits,Fresh or chilled fruit 2/,Chile,2003,761.7,CHL
1743,Fruits,Fresh or chilled fruit 2/,Guatemala,2003,330.3,GTM
1744,Fruits,Fresh or chilled fruit 2/,Costa Rica,2003,509.2,CRI
1745,Fruits,Fresh or chilled fruit 2/,Ecuador,2003,300.5,ECU
1746,Fruits,Fresh or chilled fruit 2/,Honduras,2003,149.7,HND
1747,Fruits,Fresh or chilled fruit 2/,Colombia,2003,165.4,COL
1748,Fruits,Fresh or chilled fruit 2/,Canada,2003,95.2,CAN
1749,Fruits,Fresh or chilled fruit 2/,South Africa,2003,45.6,ZAF
1750,Fruits,Bananas and plantains,Guatemala,2003,259.9,GTM
1751,Fruits,Bananas and plantains,Ecuador,2003,274.2,ECU
1752,Fruits,Bananas and plantains,Costa Rica,2003,273.8,CRI
1753,Fruits,Bananas and plantains,Colombia,2003,164.4,COL
1754,Fruits,Bananas and plantains,Honduras,2003,111.5,HND
1755,Fruits,Bananas and plantains,Mexico,2003,11.6,MEX
1756,Fruits,Frozen fruit,Mexico,2003,56.5,MEX
1757,Fruits,Frozen fruit,Canada,2003,69.9,CAN
1758,Fruits,Frozen fruit,Chile,2003,25.3,CHL
1759,Fruits,Frozen fruit,Peru,2003,1.3,PER
1760,Fruits,Frozen fruit,Guatemala,2003,3.0,GTM
1761,Fruits,Frozen fruit,Costa Rica,2003,11.1,CRI
1762,Fruits,"Dried, prepared or preserved fruit 3/",Mexico,2003,98.0,MEX
1763,Fruits,"Dried, prepared or preserved fruit 3/",Canada,2003,64.2,CAN
1764,Fruits,"Dried, prepared or preserved fruit 3/",Thailand,2003,163.7,THA
1765,Fruits,"Dried, prepared or preserved fruit 3/",Chile,2003,13.5,CHL
1766,Fruits,Fruit juices 4/,Brazil,2003,167.8,BRA
1767,Fruits,Fruit juices 4/,Mexico,2003,44.5,MEX
1768,Fruits,Fruit juices 4/,Turkey,2003,2.9,TUR
1769,Fruits,Fruit juices 4/,Thailand,2003,30.2,THA
1770,Fruits,Fruit juices 4/,Canada,2003,41.8,CAN
1771,Fruits,Fruit juices 4/,Argentina,2003,101.1,ARG
1772,Grains,Total grains and products 1/,Canada,2003,1882.4,CAN
1773,Grains,Total grains and products 1/,Mexico,2003,259.5,MEX
1774,Grains,Total grains and products 1/,Italy,2003,217.4,ITA
1775,Grains,Total grains and products 1/,Thailand,2003,177.2,THA
1776,Grains,Total grains and products 1/,India,2003,50.4,IND
1777,Grains,Total grains and products 1/,Germany,2003,91.7,DEU
1778,Grains,Total grains and products 1/,France,2003,82.5,FRA
1779,Grains,Total grains and products 1/,Australia,2003,35.1,AUS
1780,Grains,Bulk grains 2/,Canada,2003,317.6,CAN
1781,Grains,Bulk grains 2/,Thailand,2003,132.5,THA
1782,Grains,Bulk grains 2/,India,2003,39.1,IND
1783,Grains,Bulk grains 2/,Germany,2003,7.3,DEU
1784,Grains,Bulk grains 2/,Poland,2003,0.2,POL
1785,Grains,Bulk grains 2/,Argentina,2003,4.2,ARG
1786,Grains,Bulk grains 2/,Brazil,2003,0.2,BRA
1787,Grains,Wheat and products,Canada,2003,222.6,CAN
1788,Grains,Wheat and products,Australia,2003,29.2,AUS
1789,Grains,Wheat and products,Poland,2003,11.9,POL
1790,Grains,Wheat and products,Germany,2003,7.2,DEU
1791,Grains,Rice and products,Thailand,2003,135.1,THA
1792,Grains,Rice and products,India,2003,39.4,IND
1793,Grains,Rice and products,Pakistan,2003,9.6,PAK
1794,Grains,Milled grain products 3/,Canada,2003,236.1,CAN
1795,Grains,Milled grain products 3/,Australia,2003,29.8,AUS
1796,Grains,Milled grain products 3/,Mexico,2003,11.5,MEX
1797,Grains,Milled grain products 3/,Germany,2003,17.4,DEU
1798,Grains,Milled grain products 3/,Turkey,2003,0.1,TUR
1799,Grains,Milled grain products 3/,Thailand,2003,7.4,THA
1800,Grains,Cereal and bakery foods 4/5/,Canada,2003,1328.8,CAN
1801,Grains,Cereal and bakery foods 4/5/,Mexico,2003,239.6,MEX
1802,Grains,Cereal and bakery foods 4/5/,Italy,2003,212.1,ITA
1803,Grains,Cereal and bakery foods 4/5/,France,2003,52.5,FRA
1804,Grains,Cereal and bakery foods 4/5/,Thailand,2003,37.3,THA
1805,Grains,Cereal and bakery foods 4/5/,Germany,2003,67.1,DEU
1806,Meats,"Total red meats, fresh and frozen 1/",Canada,2003,1532.0,CAN
1807,Meats,"Total red meats, fresh and frozen 1/",Australia,2003,1146.9,AUS
1808,Meats,"Total red meats, fresh and frozen 1/",Mexico,2003,26.8,MEX
1809,Meats,"Total red meats, fresh and frozen 1/",New Zealand,2003,619.3,NZL
1810,Meats,"Total red meats, fresh and frozen 1/",Brazil,2003,0.0,BRA
1811,Meats,"Total red meats, fresh and frozen 1/",Uruguay,2003,59.2,URY
1812,Meats,"Total red meats, fresh and frozen 1/",Nicaragua,2003,36.4,NIC
1813,Meats,Fresh or chilled red meats 2/,Canada,2003,1377.3,CAN
1814,Meats,Fresh or chilled red meats 2/,Mexico,2003,22.7,MEX
1815,Meats,Fresh or chilled red meats 2/,Australia,2003,175.9,AUS
1816,Meats,Fresh or chilled red meats 2/,Nicaragua,2003,13.2,NIC
1817,Meats,Fresh or chilled red meats 2/,New Zealand,2003,30.5,NZL
1818,Meats,Fresh or chilled red meats 2/,Argentina,2003,0.0,ARG
1819,Meats,Frozen red meats and parts,Australia,2003,765.6,AUS
1820,Meats,Frozen red meats and parts,New Zealand,2003,460.0,NZL
1821,Meats,Frozen red meats and parts,Brazil,2003,0.0,BRA
1822,Meats,Frozen red meats and parts,Canada,2003,154.6,CAN
1823,Meats,Frozen red meats and parts,Mexico,2003,4.0,MEX
1824,Meats,Frozen red meats and parts,Uruguay,2003,44.4,URY
1825,Meats,Fowl and other meats,Chile,2003,0.0,CHL
1826,Meats,Fowl and other meats,Canada,2003,44.7,CAN
1827,Meats,Fowl and other meats,New Zealand,2003,9.4,NZL
1828,Meats,Prepared meats 2/,Canada,2003,313.2,CAN
1829,Meats,Prepared meats 2/,Brazil,2003,150.7,BRA
1830,Meats,Prepared meats 2/,Italy,2003,36.4,ITA
1831,Meats,Prepared meats 2/,Mexico,2003,14.7,MEX
1832,Meats,Prepared meats 2/,Uruguay,2003,16.1,URY
1833,Meats,Prepared meats 2/,Poland,2003,27.9,POL
1834,Meats,Prepared meats 2/,Spain,2003,5.6,ESP
1835,Meats,Prepared meats 2/,New Zealand,2003,19.6,NZL
1836,Nuts,Total nuts 1/,Mexico,2003,99.2,MEX
1837,Nuts,Total nuts 1/,Canada,2003,26.1,CAN
1838,Nuts,Total nuts 1/,Thailand,2003,9.9,THA
1839,Nuts,Total nuts 1/,South Africa,2003,16.3,ZAF
1840,Nuts,Total nuts 1/,India,2003,194.8,IND
1841,Nuts,Total nuts 1/,Brazil,2003,116.8,BRA
1842,Nuts,Tree nuts 2/,Mexico,2003,89.8,MEX
1843,Nuts,Tree nuts 2/,South Africa,2003,16.2,ZAF
1844,Nuts,Tree nuts 2/,Brazil,2003,110.9,BRA
1845,Nuts,Tree nuts 2/,Thailand,2003,2.8,THA
1846,Nuts,Tree nuts 2/,Kenya,2003,6.0,KEN
1847,Nuts,Cashew nuts,Brazil,2003,100.3,BRA
1848,Nuts,Cashew nuts,Thailand,2003,0.1,THA
1849,Nuts,Cashew nuts,Nigeria,2003,0.1,NGA
1850,Nuts,Cashew nuts,India,2003,185.1,IND
1851,Nuts,Cashew nuts,Benin,2003,0.0,BEN
1852,Nuts,Prepared tree nuts 3/,Thailand,2003,7.1,THA
1853,Nuts,Prepared tree nuts 3/,Canada,2003,6.2,CAN
1854,Nuts,Prepared tree nuts 3/,Mexico,2003,1.6,MEX
1855,Nuts,Prepared tree nuts 3/,India,2003,7.8,IND
1856,Nuts,Prepared tree nuts 3/,Turkey,2003,4.7,TUR
1857,Nuts,Prepared tree nuts 3/,Israel,2003,1.5,ISR
1858,Nuts,Ground nuts,Mexico,2003,7.8,MEX
1859,Nuts,Ground nuts,Canada,2003,19.2,CAN
1860,Nuts,Ground nuts,Argentina,2003,12.6,ARG
1861,Nuts,Ground nuts,India,2003,1.6,IND
1862,Nuts,Ground nuts,Paraguay,2003,0.0,PRY
1863,Other,"Sauces, soups, prepared foods 1/2/",Singapore,2003,5.3,SGP
1864,Other,"Sauces, soups, prepared foods 1/2/",Canada,2003,483.6,CAN
1865,Other,"Sauces, soups, prepared foods 1/2/",Italy,2003,117.0,ITA
1866,Other,"Sauces, soups, prepared foods 1/2/",Mexico,2003,130.5,MEX
1867,Other,"Sauces, soups, prepared foods 1/2/",Thailand,2003,77.2,THA
1868,Other,"Sauces, soups, prepared foods 1/2/",Germany,2003,26.6,DEU
1869,Other,Essential oils 3/,Ireland,2003,900.9,IRL
1870,Other,Essential oils 3/,Brazil,2003,44.9,BRA
1871,Other,Essential oils 3/,Mexico,2003,25.7,MEX
1872,Other,Essential oils 3/,India,2003,40.1,IND
1873,Other,Essential oils 3/,France,2003,51.1,FRA
1874,Other,Essential oils 3/,Canada,2003,22.0,CAN
1875,Other,Essential oils 3/,Italy,2003,8.6,ITA
1876,Other,Animal and other fats 4/,Canada,2003,93.4,CAN
1877,Other,Animal and other fats 4/,Australia,2003,1.8,AUS
1878,Other,Animal and other fats 4/,Brazil,2003,2.0,BRA
1879,Other,Animal and other fats 4/,Mexico,2003,1.0,MEX
1880,Other,Animal and other fats 4/,Uruguay,2003,0.0,URY
1881,Other,Animal and other fats 4/,Argentina,2003,1.1,ARG
1882,Other,Animal and other fats 4/,Norway,2003,19.3,NOR
1883,Other,Other edible products 5/6/,India,2003,90.6,IND
1884,Other,Other edible products 5/6/,Canada,2003,68.8,CAN
1885,Other,Other edible products 5/6/,Mexico,2003,68.3,MEX
1886,Other,Other edible products 5/6/,France,2003,62.6,FRA
1887,Other,Other edible products 5/6/,Spain,2003,24.7,ESP
1888,Other,Other edible products 5/6/,Italy,2003,17.9,ITA
1889,Other,Other edible products 5/6/,Germany,2003,43.1,DEU
1890,Sweets,Total sweeteners and candy 1/,Mexico,2003,266.8,MEX
1891,Sweets,Total sweeteners and candy 1/,Canada,2003,594.6,CAN
1892,Sweets,Total sweeteners and candy 1/,Brazil,2003,130.2,BRA
1893,Sweets,Total sweeteners and candy 1/,Germany,2003,24.8,DEU
1894,Sweets,Total sweeteners and candy 1/,Turkey,2003,10.5,TUR
1895,Sweets,Total sweeteners and candy 1/,Guatemala,2003,89.0,GTM
1896,Sweets,Total sweeteners and candy 1/,Colombia,2003,64.4,COL
1897,Sweets,Total sweeteners and candy 1/,Argentina,2003,66.2,ARG
1898,Sweets,"Sugar, cane and beet 2/",Mexico,2003,19.9,MEX
1899,Sweets,"Sugar, cane and beet 2/",Brazil,2003,70.9,BRA
1900,Sweets,"Sugar, cane and beet 2/",Guatemala,2003,85.9,GTM
1901,Sweets,"Sugar, cane and beet 2/",El Salvador,2003,36.9,SLV
1902,Sweets,"Sugar, cane and beet 2/",Colombia,2003,45.5,COL
1903,Sweets,"Sugar, cane and beet 2/",Australia,2003,41.0,AUS
1904,Sweets,Other sweeteners and syrups 3/,Canada,2003,169.7,CAN
1905,Sweets,Other sweeteners and syrups 3/,Mexico,2003,33.5,MEX
1906,Sweets,Other sweeteners and syrups 3/,India,2003,10.5,IND
1907,Sweets,Other sweeteners and syrups 3/,Argentina,2003,11.0,ARG
1908,Sweets,Other sweeteners and syrups 3/,Brazil,2003,20.5,BRA
1909,Sweets,Other sweeteners and syrups 3/,New Zealand,2003,0.8,NZL
1910,Sweets,Confections 4/,Mexico,2003,213.1,MEX
1911,Sweets,Confections 4/,Canada,2003,410.4,CAN
1912,Sweets,Confections 4/,Germany,2003,22.3,DEU
1913,Sweets,Confections 4/,Turkey,2003,5.1,TUR
1914,Sweets,Confections 4/,Spain,2003,31.1,ESP
1915,Sweets,Confections 4/,Switzerland,2003,14.3,CHE
1916,Sweets,Confections 4/,Thailand,2003,21.6,THA
1917,Vegetables,Total vegetables and preparations 1/,Mexico,2003,2283.8,MEX
1918,Vegetables,Total vegetables and preparations 1/,Canada,2003,1340.0,CAN
1919,Vegetables,Total vegetables and preparations 1/,Peru,2003,129.9,PER
1920,Vegetables,Total vegetables and preparations 1/,Spain,2003,305.7,ESP
1921,Vegetables,Total vegetables and preparations 1/,Guatemala,2003,54.2,GTM
1922,Vegetables,Total vegetables and preparations 1/,Belgium,2003,19.5,BEL
1923,Vegetables,Fresh vegetables 2/,Mexico,2003,1935.2,MEX
1924,Vegetables,Fresh vegetables 2/,Canada,2003,608.6,CAN
1925,Vegetables,Fresh vegetables 2/,Peru,2003,97.3,PER
1926,Vegetables,Fresh vegetables 2/,Guatemala,2003,10.9,GTM
1927,Vegetables,Fresh vegetables 2/,Costa Rica,2003,45.8,CRI
1928,Vegetables,Frozen vegetables,Mexico,2003,167.7,MEX
1929,Vegetables,Frozen vegetables,Canada,2003,73.3,CAN
1930,Vegetables,Frozen vegetables,Guatemala,2003,37.3,GTM
1931,Vegetables,Frozen vegetables,Ecuador,2003,12.2,ECU
1932,Vegetables,Frozen vegetables,Belgium,2003,9.8,BEL
1933,Vegetables,Dried vegetables 3/,Canada,2003,61.7,CAN
1934,Vegetables,Dried vegetables 3/,India,2003,28.8,IND
1935,Vegetables,Dried vegetables 3/,Mexico,2003,14.9,MEX
1936,Vegetables,Dried vegetables 3/,Nicaragua,2003,1.1,NIC
1937,Vegetables,Prepared or preserved vegetables 4/,Canada,2003,598.1,CAN
1938,Vegetables,Prepared or preserved vegetables 4/,Mexico,2003,165.9,MEX
1939,Vegetables,Prepared or preserved vegetables 4/,Spain,2003,275.2,ESP
1940,Vegetables,Prepared or preserved vegetables 4/,Belgium,2003,2.2,BEL
1941,Vegetables,Prepared or preserved vegetables 4/,Peru,2003,17.2,PER
1942,VegOils,Total vegetable oils 1/,Canada,2003,273.6,CAN
1943,VegOils,Total vegetable oils 1/,Indonesia,2003,24.9,IDN
1944,VegOils,Total vegetable oils 1/,Spain,2003,96.5,ESP
1945,VegOils,Total vegetable oils 1/,Italy,2003,365.9,ITA
1946,VegOils,Total vegetable oils 1/,Mexico,2003,23.3,MEX
1947,VegOils,Total vegetable oils 1/,Turkey,2003,35.3,TUR
1948,VegOils,Crude vegetable oils,Canada,2003,50.8,CAN
1949,VegOils,Crude vegetable oils,Argentina,2003,11.9,ARG
1950,VegOils,Crude vegetable oils,Mexico,2003,10.6,MEX
1951,VegOils,Crude vegetable oils,Indonesia,2003,12.9,IDN
1952,VegOils,Crude vegetable oils,Spain,2003,0.1,ESP
1953,VegOils,Refined vegetable oils 2/,Canada,2003,222.9,CAN
1954,VegOils,Refined vegetable oils 2/,Indonesia,2003,11.9,IDN
1955,VegOils,Refined vegetable oils 2/,Italy,2003,365.7,ITA
1956,VegOils,Refined vegetable oils 2/,Spain,2003,96.4,ESP
1957,VegOils,Refined vegetable oils 2/,Mexico,2003,12.7,MEX
